"về chầm chậm?, Đi nhanh nhanh","Kiơ năm ngok ngok, brok ngơi hơngơi?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Sống trong nhà mà không có máu?,Kiơ oẽi tơ hnam ưh kơ đẽi pham?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Sống trong nhà mà không có máu?,Kiơ oẽi tơ hnam ưh kơ đẽipham?,Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx,,
"Bằng các hình thức phù hợp như: Tổ chức lễ mít tinh, biểu diễn nghệ thuật, diễu hành tại các trục đường chính, nơi công cộng, thắp sáng một số địa điểm bằng ánh đèn màu cam","Kiơ rim hinh thưk trơ trŏ in: Tô chưk lê mit tin, kơ dô̆ xoang, pơ tĕp rang minh kơ sô̆ unh rang mau kam, yiêu hanh kiơ rim trong tơm, dơ nŏ công cộng.",Kon Tum\Văn bản phát thanh\VH-TT bai 05.xlsx,,
"Cải gì, người Bahnar lẽn rẫy cần cỏ?","Kiơ, Bahnar lẽng năm tơ mir kãl kơ hãp?",Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx,,
"Cái gì, người Bahnar lên rẫy cần có?","Kiơ, Bahnar lẽng năm tơ mir kăl kơ hăp?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Bà con ta giã gạo bằng cái gì?,"Kiơ, kon Bahnar bờn peh ba păng kiơ?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Bà con ta giã gạo bằng cải gì?,"Kiơ, kon Bahnar bởn peh ba păng kiơ?",Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx,,
"Con gì, mỗi sáng thức người ta dậy?","Kiơ, kon kiơ pơgê juăt rât đe iung?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"Con gỉ, mỗi sảng thức người ta dậy?","Kiơ, kon kiơpơgê juăt rât đe iung?",Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx,,
"Cái gì, dân làng vẫn dùng trong ngày lễ?","Kiơ, kon kông lẽng sơmăh đẽi gĩt kơ hăp?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"Cải gì, dân làng vẫn dùng trong ngày lễ?","Kiơ, kon kông ỉẽng sơmăh đẽi gĩt kơ hăp?",Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx,,
"Cái gì, trong bóng tối rực lên ấm áp","Kiơ, mưh kơ măng rang tơnõ?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"giảm, hỗ trợ chi phí học tập từ năm học 2015 – 2016 đến năm học 2020 - 2021;, iokộc hệ thống giáo dục quốc dân và chính sách miễn","Kiơ̆ hê̆ thô̆ng yăo yuk kuôk yân păng chĭnh sach miên, yam, dơ gưm jên pơxrăng tâp đưng xơ năm pơxrăm 2015-2016 truh xơ năm pơxrăm 2020 - 2021;",Kon Tum\Văn bản phát thanh\VH-TT bai 06.xlsx,,
"giảm, hỗ trợ chi phí học tập từ năm học 2015 - 2016 đến năm học 2020 - 2021;, iokộc hệ thống giáo dục quốc dân và chính sách miễn","Kiơ̆ hê̆ thô̆ng yăo yuk kuôk yân păng chĭnh sach miên, yam, tơ gum jên pơxrăng tâp đỏng xơ năm pơxrăng 2015-2016 truh xơ năm pơxrăng 2020 - 2021;",Kon Tum\Văn bản phát thanh\VH-TT bai 06.xlsx,,
Đối với hộ gia đình: Được áp dụng mức hỗ trợ như đối với doanh nghiệp siêu nhỏ.,Kiơ̆ kơ hô̆ unh hnam: Đĕi ap yŭng mưk tơ gưm in adring yoanh nghiê̆p iĕ bơ gloh.,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx,,
"tổ hợp tác: Được áp dụng mức hỗ trợ như đối với doanh nghiệp nhỏ., Đối với các hợp tác xã","Kiơ̆ kơ rim hơp tak xa, tô hơp tak: đĕi ap yŭng mưk tơ gưm thoigyoanh nghiê̆p iĕ",Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx,,
Đối với doanh nghiệp,Kiơ̆ kơ yoanh nghiê̆p,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx,,
"Cái gỉ mắt mũi sau lưng, gáy cổ đằng trước?","Kiở, muh măt tở rống, kõng koi tỡ anăp?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"Cọp tức mình mới bảo thỏ rằng: “Mày cứ phá tao hoài, nổi điên tao quăng lên trên đất cho trời sập đè chết đa.”","Kla pà ke sîk hàp khan ka Tapai:"" E hri khâr ka înh, înh tahueng tuk e ta hagah, lê phenh halih tu e dah loch lê""",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Qua họp xét, có 337 thanh niên đủ điều kiện gọi khám sức khỏe thực hiện nghĩa vụ quân sự năm 2020","Klaih a kom xét, đei 337 tơ dăm đủ điều kiện krao khám sức khỏe pơm nghĩa vụ quân sự xơ năm 2020",Kon Tum\Văn bản phát thanh\TT-CS bai 04.xlsx,,
Đã hoàn thành đầu tư xây dựng nhà xưởng và đi vào hoạt động sản xuất kinh doanh.,Klaih keh tơ drong đâu tư pơ jing hnam xương păng jơh tơ mưt hoat đô̆ng san xuâ̆t kinh yoanh.,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx,,
,"Klaih noh Hrït 'nhâk 'Bok Rah bôk ta bri hataih, wà gah truh ta mir ma 'Bok Rah duh bï le taya.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Sau hết bọn kia đem nhau trở vào làng, để hai người ngoi lại đo.","Klaih noh kăn hăp 'nhăk dih băl mŭt lâm pơlei, lê̆ bre hăp oei ah noh.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Qua đó, củng cố hồ sơ, tham mưu thành tập Hội đồng khám sức khỏe và tiến hành phát lệnh gọi khám","Klaih noh, củng cố hồ sơ, tham mưu pơ jing hội đồng kham jo hâm păng pơ tơm phát lệnh krao khám",Kon Tum\Văn bản phát thanh\TT-CS bai 04.xlsx,,
"Nói rôi, lại chọc ghẹo phá phách cọp hơn lần trước., nghỉ một lúc","Klaih pâma, 'nao theng toxe noh hàp cha chek khâr ka 'bok Kla hloh ko ma hadroi dâng.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Bụng trên, lưng dưới?","Klak tơnhữi, gơdũ tơ teh?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"Chàng nghe theo, nhưng gọi mãi chẳng thay trâu đâu mà chĩ thấy một con chuột nhỏ., ra hờ suối gọi trâu","Klo uh pơm 'moi, hnha tơ jih thons krao kơpô, hăp krao khom khŏm duh bĭ 'bôh kơpô tơyơ dĭ đunh dâng ăi hăp 'bòh mĭnh pôm kơne iĕ.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Mâm sáu,Klôh Tơ drău,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Mâm sáu,Klôh tơdrâu,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
Mâm sáu,Klôh tơdrâu me,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Mâm sáu,KlôhTơdrâu,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Trăn há miệng rộng Rắn đớp nuốt ngay?,Klăn ha bâr tih Bih truh luỡn hloi,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Chém xong mà không thấy dấu?,Koh bơih mă ưh kơ bôh tơpanh?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Chặt không đứt Dứt,Koh ưh kơ tẽch Hrẽch,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Con đòi bú Mẹ xua đi?,Kon ameh mõm Mẽ preh tơlỡ?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Con nằm bên mẹ,Kon bik jĕ mĕ,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx",,
Con cảm ơn mẹ,Kon bơne kơ mĕ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
"Làm ăn no ấm rồi, các con cái của người phụ nữ đẹp kia bèn hú chuyền báo tin cho nhau kéo về thãm mẹ.","Kon bơngai jang sa hơnŭk boih, đe kon tơm Hơra pơxô̆ dih băl wih tơ pơlei hơpong kơ mĕ.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Con cảm ơn mẹ,Kon bơnê kơ mĕ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Con cảm ơn mẹ,Kon bơnê kơmĕ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
"Người con gái nhớ mẹ, thường ra bến nước ngồi trên tảng đá khóc.","Kon hơdruh băt kơ mĕ, rĭm năr lech nhâm oei ah kơpal tomo jih đak.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Con gà,Kon ier,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
Con gà này mào đỏ chót,Kon iĕr âu lang kơmang dum gơhê,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
"Con đùm đề, bám ngày đêm?","Kon jum dăr, anăr lẽ măng?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"Con gỉ nở đêm nay, chạy được ngay tức thì?","Kon kiơ cheh năr âu, kơdâu kơtă hloi?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Con gì be bé lại té rất nhiều?,Kon kiơ iẽ iẽ tẽ ling lang?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"Con gì sống dưới nước ăn máu?
Cái gì trong nhà không chăn đắp?","Kon kiơ oẽi tơ đak sa pham?
Tơmam kiơ oẽi tơ hnam ưh kơ đẽi khăn?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Con gì đi đâu cũng nói tên mình cho nơười ta biết?,"Kon kiơ, năm tơyơ kữm akhan kơ măt kơdih?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Con chó đen,Kon kŏ gam,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Con chó đen,Kon kŏ găm,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx",,
Con chó dữ này,Kon kŏ hơ tăi noh,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Con chó dữ này,Kon kŏ hơtay âu,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Con chó dữ này,Kon kŏ hơtăi,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
Con chó dữ này,Kon kŏ hơtăi noh (âu),Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
"Con đẹp lung linh, chân mẹ dính bùn?","Kon leng alỡng, jờng mẽ trôk ngăl?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Con ra đằng miệng,Kon lẽch trong bỡr,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Con kia là gà mái,Kon mă to ji yĕr hơkăn,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Con kia là con trống,Kon mă to ji yĕr tơmông,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Một trăm đứa con xếp,Kon mĩnh hrẽng,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Con một trăm Đeo ống tên Chọc một mũi?,Kon mĩnh hrẽng Bẽng minh jõ Trõ mĩnh hlak?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Con lợn béo,Kon nhung bek,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx",,
Con lợn nằm trong chuồng,Kon nhung pôn tơ var,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Con lợn béo,Kon nhŭng bek,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Con lợn nằm trong chuồng,Kon nhŭng pôn tur var,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Con kia là gà mái,Kon noh jĕ 'ier hơkăm,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Con kia là con trống,Kon noh jĕ 'ier tơniông,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Con kia là gà mái,Kon noh jĭ hơ kăm,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Con kia là con trống,Kon noh jĭ ier hơ kăm,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Con kia là gà mái,Kon noh jĭ ier kơxăn,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
Con kia là con trống,Kon noh jĭ tơmong,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
"Con muốn bú, mẹ đá ra:",Kon oă mâm mẽ kơdah.,Kon Tum\Câu đố\Cau do Bahnar - Trang 258 - Trang 264.xlsx,,
Con đang bú Mẹ khóc ré lên,"Kon oẽi mỡm
Mẽ nhổm hơmrach",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"Dân bản, ai cũng tốt","Kon plơi, Bu duh 'long",Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Con cảm ơn mẹ,Kon pơ nê kơ mẹ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
"Làng xóm thấy cô không chồng mà có con, mắng nhiếc thậm tệ., thì bêu riếu","Kon pơlei 'bôh Bia ưh kơ đei klo chŏng đei kon, đe râu hơnhăm jăm juơ̆, thoi âu thoi to, lach pơpuh.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Dân làng sợ hãi muốn giết cọp, nhưng chẳng ai đủ sức mạnh để làm việc đó.","Kon pơlei 'yŭ krê wă pơlôch Kia, chŏng bĭ đei bu đei jơhngâm pran wă pơlôch Kla.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Dân làng được sống trong an bình.,Kon pơlei hơrih sa hơĭn sơnêp pă đei 'yŭ krê kiơ.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Lũ làng có ai cần thì mang nồi đồng, chiêng, ché tới đổi, lão đổi cho.","Kon pơlei tang bu wă san oh chép go 'bŭng, chĭng chêng dah ge đôih iŏk sem 'bok Rơh.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Dân bản, ai cũng tốt","Kon pơlei, bro duh 'lơ̆ng",Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Đàn cháu của nữ thần Hơ-ra Hơ-rung cũng lâm vào trong cảnh chung ấy.,"Kon sâu yang tơm Hơra, duh hơdoi pơngot hrah lơlăi, phe 'ba, 'bum hơ'bo goh gel pă đei.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Con nằm bên mẹ,Kon tep jĕ mẹ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Con nằm bên mẹ,Kon tep jĕmĕ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
Người con nghi lắm.,Kon tơdăm dull vvă le lĕ boih.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Nữ thần lúa Xơ-ri chưa tin lời mẹ, bèn rẽ mây bay xuống xem thừ.","Kon yă jĭ yang 'Ba duh tam lŭi nâr mĕ pơră, hăp păr jur năng thoi yơ.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Con gà,Kon yĕr,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Con gà này mào đỏ chót,Kon yĕr âu tang mrang đum brê,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Rùa bảo hổ:,Kop khan kơ 'Bok Kla:,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Rùa bảo các bạn:,Kop tơ tă kơ đe bôl lĕ:,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Rùa thủng thỉnh đáp:,Kop tơl:,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Khổ một vòng, tháo ra thành cà nước?",Kopen mĩnh tãl làng năng pơ đih jup lìbông?,Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx,,
Đang ngủ thì nó khóc suốt đêm,Kopỉah tep hâp nhâm plat mảng,Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx,,
Con gà,Kou ier,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Con gà,Kou iĕr,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
"Công an tỉnh chỉ đạo, bạo lực trên cơ sở giới, triển khai các biện pháp ngăn chặn, xử lý hành vi bạo lực với phụ nữ và trẻ em gái","Kông an tinh chi đăo, triên khai rim 'biê̆n phap dâ̆t lễ, xư ly̆ drong 'băo lưk gah kon dră kăn păng đe hyoh kon dră kăn, 'băo lưk kiơ cơ sơ yơ̆i",Kon Tum\Văn bản phát thanh\VH-TT bai 05.xlsx,,
Con sông,Krong,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx",,
Lắc xắc trong cái hỏm?,Kruh kreh kơteh lâm bong?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Xọc xạch nghe ở trong gùi,Kruh kreh kơteh lơm bong.,Kon Tum\Câu đố\Cau do Bahnar - Trang 258 - Trang 264.xlsx,,
Già mặc áo đỏ Nhỏ áo xanh?,Kră ao gôh Mơlôh ao get?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"Già áo đỏ, nhỏ áo xanh?","Kră ao gôh, mơlôh ao nget?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"Già bận áo đen, trẻ bận áo đỏ","Kră hrâp ao găm, tơđăm hrâp ao đum",Kon Tum\Câu đố\Cau do Bahnar - Trang 258 - Trang 264.xlsx,,
Ước gì cô ấy là vợ tôi!,Kră kiơ hi jung hơkăn ing,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
"Người già ngồi trong, người trẻ ngồi ngoài?","Kră ngôi tơlăm, tơdăm ngôi tơ anăih?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Già làng thông báo cho dân làng chuẩn bị lễ tạ ơn trời đất để rước nước vê̆ làng.,Kră pơlei drao poră kơ kon pơlei athei rơnŏ khong soi wă bơnê kơ plenh teh păng sơng 'nhăk đak wih tơ pơlei.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Già tóc đen, trẻ tóc trắng?","Kră sõk găm, tơdăm sỏk ko?",Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx,,
"Già tóc đen, trẻ tóc trắng?","Kră sốk găm, tơdăm sồk ko?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"Chiều ngày 25.9, Huyện ủy Vĩnh Thạnh tổ chức Hội nghị tổng kết 10 năm thực hiện Hướng dẫn số 35 ngày 15.10.2009 của Ban Tổ chức Trung ương về tổ chức và hoạt động của chi bộ quân sự xã, phường, thị trấn","Ksơ̆ ‘năr 25/9, Huyn uy Vinh Thanh pơm Hôi nghi tông kêt 10 sônăm pơm hương dân ksŏâ 35 đơ̆ng Khul tô chưc Trung ương lơ̆m tô chưc păng tơdrong pơm đơ̆ng chi bô quân sư xa, phương, thi trân",Kon Tum\Văn bản phát thanh\TT-CS bai 02.xlsx,,
"Qua 7 tuần đào tạo, các học viên được trang bị các kiến thức về quy trình sản xuất các loại rau ôn đới như, mỗi tuần 1 ngày từ ngày 12.9 đến ngày 24/10/2019","Kua 07 gĕng tập, minh gĕng minh năr dơ̆ng năr 12/9 truh năr 24/10/2019, rim nă ma đei tơ gŭm rim tơdrong băt lơm tơdrong choh jang rim loai hla nhĕt ôn đới in",Kon Tum\Văn bản phát thanh\KT-XH bai 06.xlsx,,
"Qua đánh giá hiệu quả sử dụng vốn vay cho thấy hội viên đều sử dụng nguồn vốn đúng mục đích có hiệu quả, nguồn vốn luôn được các cấp hội kiểm tra giám sát chặt chẽ nhờ đó chất lượng tín dụng được nâng lên, tỷ lệ nợ quá hạn giảm qua các năm","Kua bơ tho khan thu iŏk chă kiơ jên vei ăn ‘boh nă ma hơdơi chă yuơ nguôn jên trŏ tơdrong đei thu iŏk, nguôn jên đei rim kâp hôi kiểm tra giám sát chặt chẽ yoơ ‘noh tơdrong thu iŏk đei tín jung đei pôk xuôn, ty lê xre đunh tơ nhur kua rim sơ năm",Kon Tum\Văn bản phát thanh\KT-XH bai 06.xlsx,,
"Qua lớp học, nhằm nâng cao nhận thức về lý luận chính trị, trách nhiệm của bản thân, tích cực phấn đấu để được sớm được đứng trong hàng ngũ của Đảng, xác định được vai trò","Kua lơ̆p hŏk, sư̆ atok tơdrong băt lơ̆m ly luân chinh tri, xac đinh đei vai tro, trach nhiêm đơ̆ng ôkơ̆u, pôjăng pran sư̆ sruơ̆ih đei oei lơ̆m hang ngu đơ̆ng đang",Kon Tum\Văn bản phát thanh\TT-CS bai 02.xlsx,,
Quy định,Kuy đĭnh,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx,,
Quy định chung,Kuy đĭnh atum,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx,,
"Quy định về cơ chế iok, quản lý học phí đối với cơ sở giáo dục","Kuy đĭnh gah kơ chê̆ iok, koan ly̆ jên pơxrăng kiơ̆ kơ sơ yăo yuk",Kon Tum\Văn bản phát thanh\VH-TT bai 06.xlsx,,
"Quy định về cơ chế iok, quản lý học phí đối với cơ sở giáo dục","Kuy đĭnh gah kơ chê̆ iok, koan ly̆ pơxrăng phĭ adring kơ sơ yăo yuk",Kon Tum\Văn bản phát thanh\VH-TT bai 06.xlsx,,
"Quy định về cơ chế iok, quản lý học phí đối với cơ sở giáo dục","Kuy đĭnh gah kơ chê̆ iok, koan ly̆ pơxrăng phĭ kiơ̆ kơ sơ yăo yuk",Kon Tum\Văn bản phát thanh\VH-TT bai 06.xlsx,,
"Quy định này quy định một số nội dung, chính sách hỗ trợ phát triển làng nghề, ngành nghề nông thôn trên địa bàn tỉnh Bình Định giai đoạn 2019 - 2025.","Kuy đĭnh mă âu kuy đĭnh minh kơ sô̆ nô̆i yung, chĭnh sach tơ gưm tơ 'yung plĕi nghê, nganh nghê cham plĕi tơ apung teh tinh 'Binh Đĭnh yai đoăn 2019 - 2025",Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx,,
"Quy định tại Điều 4, ngoài ra còn được hưởng hỗ trợ từ ngân sách tỉnh như sau:, Điều 5, Điều 6 của Quy định này","Kuy đĭnh tơ Điêu 4, Điêu 5, Điêu 6 dĭh kuy đĭnh mă âu, đưng rŏng ară đĕi hương drong tơ gưm đưng ngân sach tinh thoi âu:",Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx,,
Quyết nghị,Kuyêt nghĭ,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx,,
"Quyết định về việc bổ sung kinh phí cho Sở Giáo dục và Đào tạo để thực hiện miễn, giảm học phí, hỗ trợ chi phí học tập học kỳ II năm học 2019 - 2020","Kuyêt đĭnh gah drong 'bô sung jên ăn Sơ Yăo yuk păng đao tăo wă thưk hiê̆n miên, yam pơxrăng phĭ, tơ gam jên pơxrăn pơxrăng ky II xơ năm pơxrăn 2019 -2020",Kon Tum\Văn bản phát thanh\VH-TT bai 06.xlsx,,
"Quyết định về việc ban hành Kế hoạch triển khai Tháng hành động vì bình đẳng giới và phòng, chống bạo lực trên cơ sở giới tỉnh Bình Định năm 2017","Kuyêt đĭnh lơm tơdrong 'ban hanh kê̆ hoach triên khai khĕi hanh đô̆ng yua 'binh đăng yơ̆i păng phong, dâ̆t 'băo lưk kiơ kơ sơ yơ̆i tinh 'Binh Đĭnh xơ năm 2017",Kon Tum\Văn bản phát thanh\VH-TT bai 05.xlsx,,
"cuối cùng Rít đi đến chô̆ Bơ Jâu Êk Ak., Đi mãi đi mãi",Kuă kia truh kaxă kanh Inh chong đĭ mĭnh pôm bri mă âu! Nâr hăp hapai sang đei tapă.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Ước gì cô ấy là vợ tôi!,Kuă kiơ duch noh jĭ akăn ĭng,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
,"Kuă kiơ ĭnh đei mĭnh pôm pơlei tih să mă kon bơnaai duh kơdrâm dĭ, hnam duh guăng rŏ, đei lơ kơpô, nhŭng rơmo.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Cân gạo,Ky phe pơtêng kĭ phe,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
Gió thổi,Kyal tơ hlu,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Núi xa ta đều nhìn thấy Nhưng núi thật gần thì chịu?,Kông ataih ba bôh jâp jă Kông kơtă mă măt ưh kơ đẽi bôh?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Bên này núi bên kia cũng núi Có hòn đá nằm ngay giữa suối?,Kông gah âu gah to Đẽi tơmo tu thong?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
"Núi bên này, núi bên kia Một mình em ở giữa?",Kông pah to pah âu Dơn âu oh oẽi tõk bõk,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Chó đỏ cắn chó mực?,Kõ brê (gôh) tơkăp hăm kố jũ?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Chó đỏ liếm chó đen?,Kõ gôh liah kố găm?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx,,
Cá thu,Kă thu,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
